"StructureType","Address","City","County","LOC_PAGE","LOC_LONG","LOC_LAT","APN","Fault","SiteNumber","TOMBROBOX"
"Distress","Greenwood Avenue","Oakland","Alameda","10","A","4","TBC","TBC","4144","TBC"
"Distress","Forest Avenue","Belmont","San Mateo","32","E","3","TBC","TBC","2110","TBC"
"Distress","Indigo Dr.","San Jose","Santa Clara","67","D","5","TBC","TBC","4365","TBC"
"Distress","Chablis Circle","San Jose","Santa Clara","65","A","4","TBC","TBC","3513","TBC"
"Distress","Henderson Drive","San Jose","Santa Clara","72","B","3","TBC","TBC","360","TBC"
"Distress","14TH AVENUE","San Francisco","TBC","TBC","TBC","TBC","000-000-000","TBC","2526","TBC"
"Distress","Loyden Drive","Atherton","San Mateo","37","TBC","TBC","TBC","TBC","74","C4"
"Distress","Wakefield Court","Belmont","San Mateo","32","E","5","TBC","TBC","3","TBC"
"Distress","West 39th Avenue","San Mateo","San Mateo","32","E","3","TBC","TBC","422","TBC"
"Distress","Michaels Drive","Saratoga","Santa Clara","64","E","5","TBC","TBC","20865","TBC"
"Distress","Redding Rd.","Campbell","Santa Clara County","66","B","5","TBC","TBC","63","TBC"
"Distress","Baron Park Drive","San Jose","Santa Clara","67","E","6","TBC","TBC","5161","TBC"
"Distress","Middle Park Dr.","San Jose","Santa Clara","63","E","6","TBC","TBC","4143","TBC"
"Distress","La Mesa Drive","Ladera Heights","San Mateo","43","C","6","TBC","TBC","940","TBC"
"Distress","Woodale Court","San Jose","Santa Clara County","63","B","1","TBC","TBC","1305","TBC"
"Distress","Esquire Place","Cupertino","Santa Clara","59","E","3","TBC","TBC","10532","TBC"
"Distress","Sharp Ave.","Campbell","Santa Clara County","66","B","5","TBC","TBC","1340","TBC"
"Distress","Fathem Drive","San Mateo","San Mateo","29A","A","4","TBC","TBC","540","TBC"
"Distress","Escanro Way","Ladera Heights","San Mateo","47","C","1","TBC","TBC","121","TBC"
"Distress","ATLANTA AVENUE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","312","TBC"
"Distress","Vista Del Mar","San Jose","Santa Clara","55","F","1","TBC","TBC","1077","TBC"
"Distress","Rollings Hills","San Mateo","San Mateo","32","F","3","TBC","TBC","305","TBC"
"Distress","Continental Drive","Sharon Heights","San Mateo","43","B","3","TBC","TBC","1080","TBC"
"Distress","Marion Avenue","Mill Valley","Marin","12C","A","4","TBC","TBC","186","TBC"
"Distress","Pulgas Avenue","E. Palo Alto","Santa Clara","38","C","4","TBC","TBC","2275","TBC"
"Distress","S. Fremont Street","San Mateo","San Mateo","29","D","4","TBC","TBC","940","TBC"
"Distress","Virginia Avenue","San Mateo","San Mateo","28","C","5","TBC","TBC","526","TBC"
"Distress","TBC","San Jose","Santa Clara","67","E","6","TBC","TBC","506 Hyde P","TBC"
"Distress","Marsten Avenue","Belmont","San Mateo","28","F","1","TBC","TBC","4106","TBC"
"Distress","Deanna Court","Morgan Hill","Santa Clara","79","B","4","TBC","TBC","1135","TBC"
"Distress","Coffey Court","San Jose","Santa Clara","72","E","2","TBC","TBC","802","TBC"
"Distress","Hidden Springs Lane","Boulder Creek","Santa Cruz","14","47","23","089-391-010","TBC","19235","TBC"
"Distress","Balboa Ave.","Capitola","Santa Cruz","69","70","64","TBC","TBC","1014","TBC"
"Distress","Heaton Moor Dr.","San Jose","Santa Clara","72A","E","5","TBC","TBC","7010","TBC"
"Distress","Kendall Avenue","Palo Alto","Santa Clara","44","C","5","TBC","TBC","777","TBC"
"Distress","Panoramic Drive","Concord","Contra Costa","13","E","3","TBC","TBC","2397","TBC"
"Distress","Golden Oak","Portola Valley","San Mateo","47","C","2","TBC","TBC","435","TBC"
"Distress","Ridge Road","San Anselmo","Marin","6D","E","5","TBC","TBC","117","TBC"
"Distress","Fleetwood Drive","San Bruno","San Mateo","25","E","2","TBC","TBC","2461","TBC"
"Distress","Las Palmas Dr.","Santa Clara","Santa Clara","60","F","2","TBC","TBC","840","TBC"
"Distress","Skyfarm Drive","Hillsborough","San Mateo","28","E","3","TBC","TBC","2270","TBC"
"Distress","Manuella Road","Los Altos HIlls","Santa Clara","51","C","3","TBC","TBC","14696","TBC"
"Distress","Sueno Way","Milpitas","Alameda","91","B","5","TBC","TBC","2474","TBC"
"Distress","Hillside Drive","Woodside","San Mateo","42","D","2","TBC","TBC","104","TBC"
"Distress","Skyfarm Drive","Hillsborough","San Mateo","28","E","4","TBC","TBC","2545","TBC"
"Distress","Cadillac Dr.","Scotts Valley","Santa Cruz","42","56","48","TBC","TBC","713","TBC"
"Distress","Duvall Way","Los Altos Hills","Santa Clara","51","C","5","TBC","TBC","26066","TBC"
"Distress","Beresford Avenue","Redwood City","San Mateo","37","A","6","TBC","TBC","143","TBC"
"Distress","Clayton Rd.","San Jose","Santa Clara","56","E","5","TBC","TBC","14301","TBC"
"Distress","Telegraph Drive","San Jose","Santa Clara","55","F","1","TBC","TBC","3508","TBC"
"Distress","42nd Avenue","San Mateo","San Mateo","32","F","3","TBC","TBC","274","TBC"
"Distress","Denham Court","Hillsborough","San Mateo","28","F","2","TBC","TBC","25","TBC"
"Distress","23rd Street","San Francisco","San Francisco","12","C","2","TBC","TBC","2478","TBC"
"Distress","Palm Street","San Jose","Santa Clara County","62","A","4","TBC","TBC","837","TBC"
"Distress","EL CORAL WAY","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","4161","TBC"
"Distress","Griffith Street","San Jose","Santa Clara","56","B","6","TBC","TBC","10161","TBC"
"Distress","Erica Way","TBC","San Mateo County","47","C","1","TBC","TBC","150","TBC"
"Distress","TBC","Redwood City","San Mateo","36","TBC","TBC","TBC","TBC","TBC","D4"
"Distress","Castlewood Drive","San Rafael","Contra Costa","18","B","6","TBC","TBC","28","TBC"
"Distress","Crown Road","Kentfield","Marin","9D","F","5","TBC","TBC","365","TBC"
"Distress","Summerset","San Jose","Santa Clara","55","E","1","TBC","TBC","1102","TBC"
"Distress","Darrell Raod","Hillsborough","San Mateo","28","E","6","TBC","TBC","520","TBC"
"Distress","Viscano Court","Los Altos Hills","Santa Clara County","51","B","3","TBC","TBC","12670","TBC"
"Distress","Atherton Court","Los Altos Hills","San Mateo","51","C","4","TBC","TBC","12920","TBC"
"Distress","Paloma","Belmont","San Mateo","33","B","4","TBC","TBC","1349","TBC"
"Distress","Keily Blvd.","Santa Clara","Santa Clara County","60","E","4","TBC","TBC","450","TBC"
"Distress","Beach Road","Belvedere","Marin","14","C","2","TBC","TBC","180","TBC"
"Distress","TBC","Los Altos","Santa Clara County","51","E","6","TBC","TBC","TBC","TBC"
"Distress","Mallory Court","Saratoga","Santa Clara","65","A","4","TBC","TBC","16615","TBC"
"Distress","Wooded Lane","San Jose","Santa Clara","75","C","1","TBC","TBC","7156","TBC"
"Distress","TBC","Belmont","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"Distress","Hyde Street","Los Gatos","Santa Clara","65","D","5","TBC","TBC","17391","TBC"
"Distress","La Espiral Drive","Orinda","Contra Costa","71","A","2","TBC","TBC","151","TBC"
"Distress","Camino Sobrante","Orinda","Contra Costa","69","D","5","TBC","TBC","403","TBC"
"Distress","Edgemont Dr.","E. San Jose","Santa Clara","56","B","2","TBC","TBC","10955","TBC"
"Distress","Indian Avenue","San Jose","Santa Clara","72","E","3","TBC","TBC","6061","TBC"
"Distress","Mountain Charlie Rd","TBC","Santa Clara","78G","E","2","TBC","TBC","17959","TBC"
"Distress","Lupine Drive","Sunnyvale","Santa Clara County","53","C","5","TBC","TBC","1043","TBC"
"Distress","Arata Way","Cupertino","Santa Clara","60","C","4","TBC","TBC","18781","TBC"
"Distress","Gondola Way","San Jose","Santa Clara","72","B","4","TBC","TBC","6332","TBC"
"Distress","P.O. Box 440","Belvedere","Marin","14","C","2","TBC","TBC","TBC","TBC"
"Distress","Hickory Avenue","Hayward","Alameda","58","D","6","TBC","TBC","26564","TBC"
"Distress","Chardonnay Ct.","Saratoga","Santa Clara","65","B","4","TBC","TBC","19582","TBC"
"Distress","Old Piedmont Rd.","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"Distress","Shoreview","San Mateo","San Mateo","29","F","3","TBC","TBC","1933","TBC"
"Distress","Kavin Lane","Los Gatos","Santa Clara","70","E","3","TBC","TBC","15742","TBC"
"Distress","Spencer Road","Sausalito","Marin","14","A","4","TBC","TBC","89","TBC"
"Distress","Elsman Ct.","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","1490","TBC"
"Distress","Helen Drive","Millbrae","San Mateo","26","A","5","TBC","TBC","1006","TBC"
"Distress","Flint","San Jose","Santa Clara","63","D","2","TBC","TBC","2693","TBC"
"Distress","Adeline Drive","Burlingame","San Mateo","TBC","TBC","TBC","TBC","TBC","1505","TBC"
"Distress","Green Valley Extnsn.","Watsonville","Santa Cruz","TBC","TBC","TBC","TBC","TBC","700","TBC"
"Distress","CUMBRA VISTA COURT","Los Altos Hills","SANTA CLARA","TBC","TBC","PG 51 B-4","000-000-000","TBC","10319","TBC"
"Distress","Kings Mountain Road","Woodside","San Mateo","TBC","TBC","TBC","TBC","TBC","325","TBC"
"Distress","Vista Grande Way","Los Gatos","Santa Clara","73","D","2","TBC","TBC","TBC","TBC"
"Distress","VILLA VERA","PALO ALTO","TBC","TBC","TBC","TBC","000-000-000","TBC","4022","TBC"
"Distress","E. Sunset Drive","Los Altos Hills","Santa Clara","51","D","4","TBC","TBC","13208","TBC"
"Distress","Barcelona Dr.","Pacifica","San Mateo","25","A","6","TBC","TBC","1165","TBC"
"Distress","NORTON ROAD","Saratoga","SANTA CLARA","TBC","TBC","PG 69 F-2","000-000-000","TBC","15270","TBC"
"Distress","Maple Square","Mt. Hermon","Santa Cruz","41","50","48","TBC","TBC","4","TBC"
"Distress","ROSEMAR AVENUE","San Jose","SANTA CLARA","TBC","TBC","PG 56 C-4","000-000-000","TBC","15240","TBC"
"Distress","Via Palo Alto","Aptos","Santa Cruz","TBC","TBC","TBC","TBC","TBC","890","TBC"
"Distress","TBC","Pacifica","TBC","TBC","TBC","TBC","TBC","TBC","TBC","TBC"
"Distress","Hutchinson Road","TBC","Santa Cruz","26","57","34","TBC","TBC","23651","TBC"
"Distress","CURTISS AVENUE","San Jose","SANTA CLARA","TBC","TBC","PG 62 A-6","000-000-000","TBC","1430","TBC"
"Distress","Oakhaven Way","Woodside","San Mateo","42","E","2","TBC","TBC","81","TBC"
"Distress","ROCKY GLEN COURT","San Jose","SANTA CLARA","TBC","TBC","PG 72 E-3","000-000-000","TBC","6189","TBC"
"Distress","Mountain Way","Monte Sereno","Santa Clara","70","B","3","TBC","TBC","19221","TBC"
"Distress","Warden Way","Saratoga","Santa Clara County","65","A","6","TBC","TBC","14241","TBC"
"Distress","W. Ridge Drive","Portola Valley","San Mateo","47","B","2","TBC","TBC","880","TBC"
"Distress","Somerset Lane","San Jose","Santa Clara","55","E","1","TBC","TBC","1103","TBC"
"Distress","Barron Park Drive","San Jose","Santa Clara","67","E","6","TBC","TBC","5048","TBC"
"Distress","Corbetta Lane","Los Altos Hills","Santa Clara","51","B","6","TBC","TBC","12541","TBC"
"Distress","Canyon View Drive","Saratoga","Santa Clara County","64","F","6","TBC","TBC","20900","TBC"
"Distress","Arden Road","Hayward","Alameda","60","B","3","TBC","TBC","3466","TBC"
"Distress","Yellowstone Drive","Vacaville","TBC","TBC","TBC","TBC","TBC","TBC","430","TBC"
"Distress","La Crest Drive","Orinda","Contra Costa","73","C","3","TBC","TBC","70","TBC"
"Distress","Adobe Drive","Danville","Contra Costa","98","C","1","TBC","TBC","641","TBC"
"Distress","Sunny Court","Walnut Creek","Contra Costa","75","C","5","TBC","TBC","1535","TBC"
"Distress","Monroe Ave.","Mountain View","Santa Clara","44","E","5","TBC","TBC","246","TBC"
"Distress","SUGAR MAPLE DRIVE","San Jose","SANTA CLARA","TBC","TBC","PG 67 F-4","000-000-000","TBC","120","TBC"
"Distress","MADISON DRIVE","Mountain View","SANTA CLARA","TBC","TBC","PG 52 A-5","000-000-000","TBC","946","TBC"
"Distress","Paradise Canyon Road","Prunedale","Monterey","204","D","2","TBC","TBC","641","TBC"
"Distress","HOWARD AVENUE","San Carlos","SAN MATEO","TBC","TBC","PG 33 D-6","000-000-000","TBC","1635","TBC"
"Distress","E. 65th St.","Inglewood","Los Angeles","673","E","7","TBC","TBC","1112","TBC"
"Distress","Venido Rd.","Hoodland Hills","Los Angeles","559","J","3","TBC","TBC","22471","TBC"
"Distress","SCENIC DRIVE","La Honda","TBC","TBC","TBC","TBC","000-000-000","TBC","191","TBC"
"Distress","SCENIC DRIVE","La Honda","TBC","TBC","TBC","TBC","000-000-000","TBC","191","TBC"
"Distress","Wellsbury Ct.","Palo Alto","Santa Clara","44","D","3","TBC","TBC","604","TBC"
"Distress","Venido Rd.","Woodland Hills","Los Angeles","559","J","3","TBC","TBC","22434","TBC"
"Distress","Harnil Way","San Jose","Santa Clara","67","A","1","TBC","TBC","2102","TBC"
"Distress","Pike Road","Saratoga","Santa Clara","64","D","5","TBC","TBC","14440","TBC"
"Distress","Alta Vista","Los Altos","Santa Clara","42","F","2","TBC","TBC","186","TBC"
"Distress","Alejandro Drive","Santa Rosa","Sonoma","TBC","TBC","TBC","TBC","TBC","2179","TBC"
"Distress","Cascade Court","Sharon Heights","Santa Clara","43","B","3","TBC","TBC","1064","TBC"
"Distress","Colby Ave.","Cupertino","Santa Clara","60","B","4","TBC","TBC","10184","TBC"
"Distress","Forest Avenue","Los Gatos","Santa Clara","70","E","3","TBC","TBC","105","TBC"
"Distress","Valley View Drive","Ben Lomond","Santa Clara","32","43","44","072-091-35","TBC","865","TBC"
"Distress","Bromfield Avenue","Hillsborough","San Mateo","29","A","4","TBC","TBC","747","TBC"
"Distress","El Camino","Redwood City","San Mateo","36","F","3","TBC","TBC","1426","TBC"
"Distress","Roble Blanco","Los Altos Hills","Santa Clara","50","F","3","TBC","TBC","27975","TBC"
"Distress","Bicknell Road","Los Gatos","Santa Clara","70","D","1","TBC","TBC","709","TBC"
"Distress","FOOTHILL BOULEVARD","San Leandro","TBC","TBC","TBC","TBC","000-000-000","TBC","16376-1638","TBC"
"Distress","Knoll Drive","San Carlos","San Mateo","33","C","6","TBC","TBC","700","TBC"
"Distress","Chestnut Way","Pleasanton","Alameda","35","E","6","TBC","TBC","7655","TBC"
"Distress","Perie Lane","Milpitas","Santa Clara","49","A","6","TBC","TBC","3834","TBC"
"Distress","Harliss Ave","San Jose","Santa Clara County","62","B","5","TBC","TBC","846","TBC"
"Distress","Contrada Circle","Danville","Contra Costa","98","D","3","TBC","TBC","576","TBC"
"Distress","David Drive","Alamo","Contra Costa","78","A","3","TBC","TBC","385","TBC"
"Distress","Los Cumbres Road","Los Gatos","Santa Clara","14","46","16","TBC","TBC","18360","TBC"
"Distress","White Acres Dr.","San Jose","Santa Clara","63","D","5","TBC","TBC","2805","TBC"
"Distress","Garden Road","Alameda","Alameda","21","E","3","TBC","TBC","3","TBC"
"Distress","Ocotillo Court","Fremont","Alameda","110","E","1","TBC","TBC","46990","TBC"
"Distress Carport","Loree Ave","San Jose","Santa Clara County","60","C","5","TBC","TBC","18920","TBC"
"Distress Chimney","Fallen Leaf Drive","Milpitas","Santa Clara","TBC","TBC","TBC","TBC","TBC","1779","TBC"
"Distress Home","Polton Place Way","San Jose","Santa Clara County","68","C","2","TBC","TBC","3859","TBC"
"Distress Pool","Wild Plum Lane","Los Altos Hills","Santa Clara","51","C","3","TBC","TBC","14193","TBC"
"Distress Pool","Banner Drive","Menlo Park","San Mateo","43","D","4","TBC","TBC","2340","TBC"
"Distress Pool","La Canada Rd.","Hillsborough","San Mateo","29","A","5","TBC","TBC","1255","TBC"
"Distress Residence","Mountain Charlis Rd","Summit","Santa Cruz","78G","D","4","093-311-03","TBC","23644","TBC"
"Distress Residence","San Juan Rd.","Cupertino","Santa Clara County","59","B","5","TBC","TBC","22767","TBC"
"Distress Residence","Madera Court","Los Gatos","Santa Clara","71","D","4","TBC","TBC","123","TBC"
"Distress Residence","Grove Court","Portola Valley","San Mateo County","47","A","3","TBC","TBC","2","TBC"
"Distress Residence","Gibson Avenue","Santa Clara","Santa Clara","60","D","4","TBC","TBC","3512","TBC"
"Distress Residence","Bliss Court","San Jose","Santa Clara","TBC","TBC","TBC","TBC","TBC","538","TBC"
"Distress Residence","Vista Del Grande","San Carlos","TBC","TBC","TBC","TBC","TBC","TBC","4","TBC"
"Distress Residence","Tynan Way","Portola Valley","San Mateo","46","E","3","TBC","TBC","102","TBC"
"Distress Residence","Belwood Gateway","Los Gatos","Santa Clara","71","E","3","TBC","TBC","117","TBC"
"Distress Residence","Eugenia Way","Los Gatos","Santa Clara","71","A","6","TBC","TBC","16442","TBC"
"Distress Residence","Haines Avenue","San Jose","Santa Clara","67","D","5","TBC","TBC","4135","TBC"
"Distress Residence","Vine St.","Menlo Park","San Mateo","43","C","3","TBC","TBC","700","TBC"
"Distress Residence","Red Bud Court","Pleasanton","TBC","TBC","TBC","TBC","TBC","TBC","7727","TBC"
"Distress Residence","Patrol Road","Woodside","San Mateo","42","B","3","TBC","TBC","635","TBC"
"Distress Residence","Thompson Road","TBC","Santa Clara County","73","A","4","TBC","TBC","20140","TBC"
"Distress Residence","Skyline Terrace","TBC","Santa Cruz","27","66","34","TBC","TBC","23649","TBC"
"Distress Residence","Miller Cut-Off","Los Gatos","Santa Clara","78H","C","3","TBC","TBC","24125","TBC"
"Distress Residence","La Lena Street","TBC","Santa Cruz County","25","50","7","075-043-32","TBC","12316","TBC"
"Distressed Driveway","Crossgates Lane","San Jose","Santa Clara","72","C","4","TBC","TBC","1250","TBC"
"Distressed Driveway","Strelow","San Jose","Santa Clara County","72","B","4","TBC","TBC","6113","TBC"
"Distressed Pool","Haymeadow Drive","Saratoga","Santa Clara County","69","E","1","TBC","TBC","21166","TBC"
"Distressed Residence","Canyon View Dr.","Saratoga","Santa Clara County","64","E","5","TBC","TBC","21240","TBC"
"Distressed Slab","Johnson Ave.","TBC","Santa Clara","65","C","2","TBC","TBC","10340","TBC"
"Drainage","GILLETTE DRIVE","LOS GATOS","SANTA CLARA","TBC","TBC","PG 78G E-1","000-000-000","TBC","21964","TBC"
"Drainage","Kings Mtn. Park","Skyline","San Mateo","41","D","4","TBC","TBC","Lot 10","TBC"
"Drainage","Huckleberry Trail","San Mateo County","San Mateo","41","D","2","TBC","TBC","248","TBC"
"Drainage","Old Wood Road","Saratoga","Santa Clara","65","C","6","TBC","TBC","14314","TBC"
"Drainage","Compas Circle","Redwood Shores","San Mateo","33","D","3","TBC","TBC","569","TBC"
"Drainage","LOCUST DRIVE","Los Gatos","TBC","TBC","TBC","TBC","000-000-000","TBC","20911","TBC"
"Drainage","North 1st Street","San Jose","Santa Clara","54","F","6","TBC","TBC","922","TBC"
"Drainage","Chapparal Road","Morgan Hill","Santa Clara","80K","D","6","TBC","TBC","13415","TBC"
"Drainage","Vista Loop","San Jose","Santa Clara County","71","E","4","TBC","TBC","5993","TBC"
"Drainage","Arroyo Way","San Jose","Santa Clara","62","C","2","TBC","TBC","175","TBC"
"Drainage","Seven Acre Lane","Los Altos Hills","Santa Clara","51","C","3","TBC","TBC","14125","TBC"
"Drainage","Eureka Canyon Road","Watsonville","Santa Cruz","63","95","62","TBC","TBC","1245","TBC"
"Drainage","El Dorado Drive","Pacifica","San Mateo","23","A","4","TBC","TBC","251","TBC"
"Drainage","Cervantes Road","Portola Valley","San Mateo","47","B","2","TBC","TBC","260","TBC"
"Drainage","Edward Way","Cupertino","Santa Clara","59","D","6","TBC","TBC","21610","TBC"
"Drainage","ABBOTT AVENUE","Milpitas","TBC","TBC","TBC","TBC","000-000-000","TBC","TBC","TBC"
"Drainage","Laver Court","Los Altos","Santa Clara","59","A","2","TBC","TBC","1970","TBC"
"Drainage","Leyland Park Drive","San Jose","Santa Clara","72","B","5","TBC","TBC","6580","B5"
"Drainage","Grosvenor Court","Monte Sereno","Santa Clara","70","F","2","TBC","TBC","17354","TBC"
"Drainage","Railroad Ave.","Winters","TBC","TBC","TBC","TBC","TBC","TBC","710","TBC"
"Drainage","Benzo Drive","San Jose","Santa Clara","72A","B","4","TBC","TBC","6332","TBC"
"Drainage","OAK KNOLL DRIVE","Redwood City","TBC","TBC","TBC","PG 36 C-4","000-000-000","TBC","3019","TBC"
"Drainage","Thornsberry Road","Sonoma","Sonoma","180","E","3","TBC","TBC","2150","TBC"
"Drainage","Coronet Blvd","Belmont","San Mateo","32","F","4","TBC","TBC","2202","TBC"
"Drainage","Springhill Dr.","Los Altos Hills","TBC","51","C","2","TBC","TBC","25829","TBC"
"Drainage","Woodside Road","Woodside","San Mateo","36","E","6","TBC","TBC","135","TBC"
"Drainage","Stauffer Lane","Cupertino","Santa Clara","TBC","TBC","TBC","TBC","TBC","11219","TBC"
"Drainage","Los Trancos Road","Portola Valley","San Mateo","51","C","1","TBC","TBC","1227","TBC"
"Drainage","Hampton Drive","San Jose","Santa Clara","72","D","6","TBC","TBC","6881","TBC"
"Drainage","Miranda Way","Los Altos Hills","Santa Clara","51","C","2","TBC","TBC","14341","TBC"
"Drainage","CHAPIN ROAD","Los Altos Hills","TBC","TBC","TBC","TBC","000-000-000","TBC","25601","TBC"
"Drainage","DEL ORO DRIVE","San Jose","SANTA CLARA","TBC","TBC","PG 71 D-3","000-000-000","TBC","5455","TBC"
"Drainage","Kodiak Place","Saratoga","Santa Clara County","65","C","4","TBC","TBC","13449","TBC"
"Drainage","Alpine Road","Portola Valley","San Mateo County","47","C","3","TBC","TBC","4139","TBC"
"Drainage","REDBERRY DRIVE","Los Gatos","SANTA CLARA","TBC","TBC","PG 70 B-3","000-000-000","TBC","19425","TBC"
"Drainage","Acacia Lane","Alamo","Contra Costa","78","A","1","TBC","TBC","227","TBC"
"Drainage","GREENRODK ROAD","Milpitas","SANTA CLARA","TBC","TBC","PG 48 D-3","000-000-000","TBC","2564","TBC"
"Drainage","WOODLAKE","San Jose","TBC","TBC","TBC","TBC","000-000-000","TBC","7196","TBC"
"Drainage","Summit Road","TBC","Santa Clara","78G","E","3","TBC","TBC","22430","TBC"
"Drainage","Summerhill Lane","Woodside","San Mateo","36","E","6","TBC","TBC","135","TBC"
"Drainage","Preston Road","Woodside","TBC","TBC","TBC","TBC","000-000-000","TBC","359","TBC"
